subject,subject_group,round,round_start_date_utc,round_start_time_utc,current_time_utc,current_hour24,current_minute,current_second,current_elapsed_seconds,event,ui_tab,active_faults,fixed_faults,fixed_nonfaults,ReplacedComponents,FaultsRemaining,ReplacedNonFaults
st30,HI,1,5/10/21,15:41:31,15:41:31,15,41,31,0.03,Make electrical flaw: Sweep Control Circuit,,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:41:31,15,41,31,0.04,Start (High Fidelity Sim),,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:41:54,15,41,54,22.54,Move to Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:41:56,15,41,56,25.28,Swing front panel: 35.1% open,,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:41:59,15,41,59,28.12,Move drawer: 0.3% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:02,15,42,2,30.38,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:06,15,42,6,34.86,Move drawer: 98.9% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:08,15,42,8,36.84,Move drawer: 92.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:10,15,42,10,38.9,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:24,15,42,24,52.5,Move drawer: 97.7% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:29,15,42,29,58.2,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:32,15,42,32,60.87,Click on: 'Limiter',,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:34,15,42,34,62.86,Cancel disconnect: 'Limiter',,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:36,15,42,36,64.62,Move drawer: 95.5% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:37,15,42,37,65.47,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:38,15,42,38,66.39,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:43,15,42,43,71.85,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:44,15,42,44,72.5,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:42:59,15,42,59,87.42,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:00,15,43,0,88.48,Move drawer: 91.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:01,15,43,1,89.72,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:02,15,43,2,91.26,Move drawer: 95.4% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:04,15,43,4,92.46,Move drawer: -4.9% open,Synchronizer,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:05,15,43,5,94.21,Move drawer: 95.4% open,Transmitter,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:07,15,43,7,95.6,Move drawer: 95.5% open,Transmitter,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:31,15,43,31,119.96,Move drawer: -5.2% open,Transmitter,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:35,15,43,35,124.06,Move drawer: 90% open,Indicator,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:39,15,43,39,128.35,Move drawer: 90% open,Indicator,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:41,15,43,41,129.86,Move drawer: 90% open,Indicator,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:43:42,15,43,42,130.51,Move drawer: 90% open,Indicator,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:44:21,15,44,21,169.45,Click on: 'Sweep Control Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:44:25,15,44,25,174.31,Cancel disconnect: 'Sweep Control Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:44:26,15,44,26,174.99,Click on: 'Sweep Generator Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:44:27,15,44,27,176.03,Cancel disconnect: 'Sweep Generator Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st30,HI,1,5/10/21,15:41:31,15:44:27,15,44,27,176.04,Move drawer: 90% open,Indicator,Sweep-Control-Circuit-(electrical),,,0,1,0
