subject,subject_group,round,round_start_date_utc,round_start_time_utc,current_time_utc,current_hour24,current_minute,current_second,current_elapsed_seconds,event,ui_tab,active_faults,fixed_faults,fixed_nonfaults,ReplacedComponents,FaultsRemaining,ReplacedNonFaults
st17,LO,1,5/11/21,21:06:22,21:06:22,21,6,22,0.03,Make electrical flaw: Sweep Control Circuit,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:06:22,21,6,22,0.04,Start (High Fidelity Sim),,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:07:00,21,7,0,38.17,Move to Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:07:04,21,7,4,42.8,Leave Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:07:25,21,7,25,63.02,Move to Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:07:54,21,7,54,92.05,Leave Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:08:11,21,8,11,109.35,Move to Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:09:30,21,9,30,188.05,Leave Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:09:30,21,9,30,188.59,Move to Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:09:53,21,9,53,210.83,Swing front panel: 0.1% open,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:09:56,21,9,56,213.82,Swing front panel: 16.7% open,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:10:11,21,10,11,229.02,Move drawer: 0% open,Transmitter,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:10:23,21,10,23,240.96,Leave Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:10:32,21,10,32,250.69,Move to Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:11:06,21,11,6,284.51,Leave Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:11:17,21,11,17,295.07,Move to Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:11:50,21,11,50,327.99,Move drawer: 96.1% open,Processor,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:11:58,21,11,58,335.87,Move drawer: -3.2% open,Processor,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:12:07,21,12,7,345.46,Move drawer: 96.2% open,Indicator,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:12:43,21,12,43,381.77,Leave Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:12:49,21,12,49,387.21,Move to Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:21,21,13,21,419.39,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:21,21,13,21,419.49,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:31,21,13,31,429.39,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:31,21,13,31,429.56,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:33,21,13,33,431.09,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:38,21,13,38,435.82,Leave Spare Parts Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:42,21,13,42,440.22,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:49,21,13,49,447.64,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:50,21,13,50,448.71,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:51,21,13,51,449.59,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:52,21,13,52,450.47,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:53,21,13,53,451.54,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:13:54,21,13,54,452.81,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:01,21,14,1,458.97,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:02,21,14,2,460.22,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:02,21,14,2,460.74,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:06,21,14,6,464.02,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:08,21,14,8,465.94,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:10,21,14,10,468.19,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:11,21,14,11,469.09,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:17,21,14,17,474.94,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:21,21,14,21,478.92,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:24,21,14,24,481.82,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:27,21,14,27,485.49,Move to Server Box Table,,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:34,21,14,34,491.89,Click on: 'Sweep Control Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:36,21,14,36,494.08,Disconnect LRU: 'Sweep Control Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:37,21,14,37,495.21,Pick Up LRU: 'Sweep Control Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:39,21,14,39,496.99,Drop LRU: 'Sweep Control Circuit',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:40,21,14,40,498.28,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:41,21,14,41,499.64,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:42,21,14,42,500.08,Pick Up LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
st17,LO,1,5/11/21,21:06:22,21:14:43,21,14,43,501.61,Drop LRU: 'Sweep Control Circuit [SPARE]',,Sweep-Control-Circuit-(electrical),,,0,1,0
